Category,Business Name,Website,Location,Email,Email Sent,Email Body
beauty_wellbeing,Caliber,caliberstrong.com,505 W 37th St Apt 23E · 10018 New York · United States,info@caliberstrong.com,No,
beauty_wellbeing,Procell Therapies,procelltherapies.com,United States,info@procelltherapies.com,No,
beauty_wellbeing,Marek Health,marekhealth.com,"35 W Huron St, Suite #1000 · 48342 Pontiac · United States",info@marekhealth.com,No,
beauty_wellbeing,Spellbound Wigs LLC,spellboundwigs.com,"12000 Constitution Ave NE, Suite G · 87112 Albuquerque · United States",help@spellboundwigs.com,No,
beauty_wellbeing,Essential Candy,essentialcandy.com,"5823 Calhoun Memorial Hwy, Ste 2B · 29640 Easley · United States",dean@essentialcandy.com,No,
beauty_wellbeing,Wytchwood,wytchwood.com,PO Box 281 · 05672 Stowe · United States,hello@wytchwood.com,No,
beauty_wellbeing,simplebodyproducts.com,simplebodyproducts.com,"2520 WEST COLORADO AVE COLORADO SPRINGS, CO 80904 · 80904 Colorado Springs · United States",info@simplebodyproducts.com,No,
beauty_wellbeing,Grope Skincare,gropeskincare.com,194 Red Marshall Rd · 27311 Pelham · United States,gropeskincare@gmail.com,No,
beauty_wellbeing,CosmicNootropic,cosmicnootropic.com,United States,support@cosmicnootropic.com,No,
beauty_wellbeing,potency710.com,potency710.com,United States,potency710@gmail.com,No,
beauty_wellbeing,Lin Health,lin.health,"3513 Brighton Blvd., Suite 457 · 80216 Denver · United States",customerservice@lin.health,No,
beauty_wellbeing,Massage Chair Heaven,massagechairheaven.com,15412 NW 77TH CT · 33016 Miami Lakes · United States,info@massagechairheaven.com,No,
beauty_wellbeing,SHOWW Rx,showw.com,8605 Santa Monica Blvd · Unit 88998 West Hollywood · United States,support@showw.com,No,
beauty_wellbeing,Shopwithhustle,shopwithhustle.com,United States,hustle@shopwithhustle.com,No,
beauty_wellbeing,'Stache Salt,stachesalt.com,104 East 600 South #860 · 84032 Heber City · United States,michelle@stachesalt.com,No,
beauty_wellbeing,KoKo Shiseido Beauté,kokobeaute.com,2396 Crenshaw Boulevard Ste F · 90501 Torrance · United States,koko@kokobeaute.com,No,
beauty_wellbeing,Parallel Health,parallelhealth.io,584 Castro Street · 94114 San Francisco · United States,hello@parallelhealth.io,No,
beauty_wellbeing,Simple Leaf,simpleleaf.com,N16 W23233 Stone Ridge Dr · 53188 Waukesha · United States,hello@simpleleaf.com,No,
beauty_wellbeing,Shapefy,shapefy.com,United States,N/A,No,
beauty_wellbeing,Labyrinth Walking,labyrinthwalking.net,1212 N Kings Hwy · 29577 Myrtle Beach · United States,info@labyrinthwalking.net,No,
beauty_wellbeing,Nutritional Resources,nutritionalresources.com,220 Parker St · 46580 Warsaw · United States,office@nutritionalresources.com,No,
beauty_wellbeing,Littlestuff4u Minerals,www.littlestuff4u.com,OLD LAKE RD. · 18612 DALLAS · United States,sandrah@littlestuff4u.com,No,
beauty_wellbeing,Twisted Spoke CBD,twistedspokecbd.com,720 W Monument St · 80904 Colorado Springs · United States,info@twistedspokecbd.com,No,
beauty_wellbeing,Mountain Rose Herbs,www.mountainroseherbs.com,Eugene · United States,pr@mountainroseherbs.com,No,
beauty_wellbeing,Dermwarehouse,dermwarehouse.com,"1010 Taylor Station Rd., Suite D · 43230 Gahanna · United States",stefanie@dermwarehouse.com,No,
beauty_wellbeing,Transcendental Meditation,tm.org,Fairfield · United States,N/A,No,
beauty_wellbeing,Vettsy,vettsy.com,United States,service@vettsy.com,No,
beauty_wellbeing,Center for Vein Restoration,www.centerforvein.com,United States,N/A,No,
beauty_wellbeing,ABMP - Associated Bodywork & Massage Professionals,www.abmp.com,25188 Genesee Trail Road · 80401 Golden · United States,expectmore@abmp.com,No,
beauty_wellbeing,Ephedra Warehouse,ephedrawarehouse.com,2817 West End Ave Suite 202 · 37203 Nashville · United States,service@ephedrawarehouse.com,No,
beauty_wellbeing,Olfactoryfactoryllc,www.olfactoryfactoryllc.com,United States,help@olfactoryfactoryllc.com,No,
beauty_wellbeing,SkinnyRx,skinnyrx.com,United States,support@skinnyrx.com,No,
beauty_wellbeing,OmegaQuant,omegaquant.com,"5009 W. 12th St., Suite 8 · 57016 Sioux Falls · United States",info@omegaquant.com,No,
beauty_wellbeing,Gotucream,gotucream.com,United States,N/A,No,
beauty_wellbeing,Vermont Pure CBD,vermontpurecbd.com,237 Main St · 05491 Vergennes · United States,info@vermontpurecbd.com,No,
beauty_wellbeing,Hairqare,hairqare.co,United States,N/A,No,
beauty_wellbeing,Thrivelab,thrivelab.com,2719 S. El Camino Real · 92672 San Clemente · United States,support@thrivelab.com,No,
beauty_wellbeing,Fifty410,fifty410.com,1630 W Prosper Trail #620 · 75078 Prospeer · United States,help@fifty410.com,No,
beauty_wellbeing,Decant House,decanthouse.com,United States,hello@decanthouse.com,No,
beauty_wellbeing,New England Hemp Farm,newenglandhempfarm.com,13 Fort Hil Rd · 06340 Groton · United States,support@newenglandhempfarm.com,No,
beauty_wellbeing,Rejuva Fresh,rejuvafresh.com,551 Red Bridge Road · 04605 Ellsworth · United States,Info@rejuvafresh.com,No,
beauty_wellbeing,Dolomiti BioHemp,dolomitibiohemp.com,Strada ai bersagli 1 · 38037 Predazzo · United States,Info@dolomitibiohemp.com,No,
beauty_wellbeing,Mindful Leader,mindfulleader.org,United States,info@mindfulleader.org,No,
beauty_wellbeing,Ensar Oud,www.ensaroud.com,United States,info@ensaroud.com,No,
beauty_wellbeing,VARNAIL,varnail.com,United States,sales@varnail.com,No,
beauty_wellbeing,Y'OUR,y-ourskin.com,Fillmore Street 2443 · 94115 San Francisco · United States,N/A,No,
beauty_wellbeing,The Mindful Habit,themindfulhabit.com,United States,support@themindfulhabit.com,No,
beauty_wellbeing,Health Ranger Store,healthrangerstore.com,Central Ave 3820 · 82001 Cheyenne · United States,csr@healthrangerstore.com,No,
beauty_wellbeing,CaliBlendz,californiablendz.com,Venice · United States,hello@californiablendz.com,No,
beauty_wellbeing,Monacowatch,monacowatch.com,"36, Boulevard des Moulins · 98000 Monaco · United States",info@monacowatch.com,No,
beauty_wellbeing,Seven Points CBD,sevenpointscbd.com,"3195n RedHill Ave., Loft F · 92626 COSTA MESA · United States",mike@sevenpointscbd.com,No,
beauty_wellbeing,Best Hair System,besthairsystem.com,9830 6th St #102 · 91730 Rancho Cucamonga · United States,info@besthairsystem.com,No,
beauty_wellbeing,Peakscents.com,peakscents.com,United States,N/A,No,
beauty_wellbeing,CrowdHealth,joincrowdhealth.com,3267 Bee Caves Road Ste 107-250 · 78746 Austin · United States,hey@joincrowdhealth.com,No,
beauty_wellbeing,Everybody by Dutton Farm,everybodyinc.com,64 N Saginaw · 48342 Pontiac · United States,christian@everybodyinc.com,No,
beauty_wellbeing,Sleepy Bear,sleepybeargummies.com,92102 San Diego · United States,info@sleepybeargummies.com,No,
beauty_wellbeing,NativeMed,nativemed.net,United States,partners@nativemed.net,No,
beauty_wellbeing,Botanicam,botanicam.com,90046 Los Angeles · United States,info@botanicam.com,No,
beauty_wellbeing,Stacy Lash LLC,stacylash.com,"4900 CALIFORNIA AVENUE, TOWER B, 2ND FLOOR · 93309 Bakersfield · United States",support@stacylash.com,No,
beauty_wellbeing,CBD of Lawrence,cbdoflawrence.com,"4821 West 6th Street, Ste F · 66049 Lawrence · United States",cbdoflawrence@gmail.com,No,
beauty_wellbeing,Anemoia & Co.,shopanemoia.com,410 Blanding Boulevard Suite 13 · 32073-5065 Orange Park · United States,hello@shopanemoia.com,No,
beauty_wellbeing,The Good Stuff Botanicals,thegoodstuffbotanicals.com,801 Grand Drive · 59911 Bigfork · United States,wecare@thegoodstuffbotanicals.com,No,
beauty_wellbeing,CheapLubes.com,cheaplubes.com,1778 Laporte Street · 46368 Portage · United States,Sales@cheaplubes.com,No,
beauty_wellbeing,Relief Buddies,thereliefbuddies.com,United States,N/A,No,
beauty_wellbeing,USA Fillers,usafillers.com,1201 US Hwy 1 Suite 300 · 33408 North Palm Beach · United States,support@usafillers.com,No,
beauty_wellbeing,First Choice Buying,firstchoicebuying.com,United States,info@firstchoicebuying.com,No,
beauty_wellbeing,Enthuziastic,enthu.com,16192 Coastal Hwy · 19958 Lewes · United States,support@enthu.com,No,
beauty_wellbeing,The Curly Canvas,thecurlycanvas.com,642 Park Ave. · 01603 Worcester · United States,Lidia@thecurlycanvas.com,No,
beauty_wellbeing,Bells of Bliss,bellsofbliss.com,3900 Greystone avenue · 10463 The Bronx · United States,guy.@bellsofbliss.com,No,
beauty_wellbeing,Onyx Fragrance,sprayonyx.com,2411 Crockett St · 79109-2128 AMARILLO · United States,info@sprayonyx.com,No,
beauty_wellbeing,Chaos Fragrances,chaosfragrances.com,United States,N/A,No,
beauty_wellbeing,Tattapic,tattapic.com,Los Angeles · United States,contact@tattapic.com,No,
beauty_wellbeing,Liquid Caffeine,liquidcaffeine.com,179 Sliger Rd · 92359 Mentone · United States,info@liquidcaffeine.com,No,
beauty_wellbeing,A.LEAF Products,aleafproducts.com,318 Ave I · 90277 Redondo Beach · United States,hello@aleafproducts.com,No,
beauty_wellbeing,Salty Mermaid Beauty Lounge,saltymermaidbeautylounge.com,1621 Tongass Ave Suite 101-A · 99901 Ketchikan · United States,Roni@saltymermaidbeautylounge.com,No,
beauty_wellbeing,Fond & Faye,www.fondandfaye.com,21 Park Ave · 07070 Rutherford · United States,Info@fondandfaye.com,No,
beauty_wellbeing,Atlantis Nutrition,atlantisnutrition.com,4470 W Sunset Blvd · 90027 Los Angeles · United States,support@atlantisnutrition.com,No,
beauty_wellbeing,"simple in nature, LLC",simpleinnature.com,E9138 Peaceful Valley Road · 54619 Cashton · United States,Hello@simpleinnature.com,No,
food_beverages_tobacco,Epic Cellars,epiccellars.com,"414 Baxter Ave, Suite 100A · 40204 Louisville · United States",info@EpicCellars.com,Yes,"Dear Epic Cellars Team,

I hope this email finds you well. As a representative of Ray Advertising Limited, I'm excited to introduce our performance marketing solutions tailored to support businesses in the food, beverages, and tobacco category. With our expertise, we can help Epic Cellars boost growth and reach new heights.

Our team has extensive experience in driving sales, increasing brand awareness, and optimizing marketing strategies for businesses like yours. By partnering with us, you'll gain access to cutting-edge solutions that will take your marketing efforts to the next level.

As a special offer, we're providing a 10% discount on our services for new clients. This is a great opportunity to experience the benefits of our performance marketing solutions while saving on your initial investment.

If you're interested in learning more, I'd be happy to schedule a call to discuss how we can support Epic Cellars' growth.

Best regards,
Muhib Al Muntakim
Ray Advertising Limited"
food_beverages_tobacco,Oshala Farm,oshalafarm.com,14900 OR-238 · 97527 Grants Pass · United States,N/A,No,
food_beverages_tobacco,zChocolat,www.zchocolat.com,ZA Les Chalus · 04300 Forcalquier · United States,feedback@zchocolat.com,Yes,"Dear zChocolat Team,

I hope this email finds you well. As a representative of Ray Advertising Limited, I'm excited to introduce our performance marketing solutions, tailored to support businesses in the food, beverages, and tobacco category. With our expertise, we can help zChocolat boost online visibility, drive sales, and expand its customer base.

Our team has a proven track record of delivering results-driven campaigns that cater to the unique needs of businesses like yours. To welcome you to our network, we're offering a special 10% discount on our services for new clients.

I'd love to discuss how our solutions can help zChocolat thrive in the competitive market. Please don't hesitate to reach out to explore this opportunity further.

Best regards,
Muhib Al Muntakim
Ray Advertising Limited"
food_beverages_tobacco,Better Way Health,betterwayhealth.com,1000 Cobb Place Boulevard Suite 407 · 30144 Kennesaw · United States,support@betterwayhealth.com,Yes,"Dear Better Way Health Team,

I hope this email finds you well. As a representative of Ray Advertising Limited, I'm excited to introduce our performance marketing solutions tailored to support businesses like yours in the food_beverages_tobacco category. With our expertise, you can boost your online presence, drive sales, and accelerate growth.

Our team has extensive experience in delivering results-driven campaigns that cater to the unique needs of businesses in your industry. By partnering with us, you'll gain access to data-driven strategies, expert guidance, and cutting-edge technology to stay ahead of the competition.

As a special offer, we're providing a 10% discount on our services for new clients. This is a great opportunity to experience the benefits of our performance marketing solutions while saving on your initial investment.

If you're interested in learning more, I'd be happy to schedule a call to discuss how we can support your business goals.

Best regards,
Muhib Al Muntakim
Ray Advertising Limited"
food_beverages_tobacco,Wild Alaskan Company,wildalaskancompany.com,818 Smoky Bay Way #137 · 99603 Homer · United States,sockeye@wildalaskancompany.com,Yes,"Dear Wild Alaskan Company Team,

I hope this email finds you well. As a representative of Ray Advertising Limited, I'm excited to introduce our performance marketing solutions tailored to support businesses in the food and beverages industry. With extensive experience in this category, we can help Wild Alaskan Company boost growth and reach new heights.

Our data-driven approach and expertise can enhance your online presence, drive sales, and increase brand awareness. As a new client, we're offering a special 10% discount on our services to help you get started.

If you're interested in learning more, I'd be happy to schedule a call to discuss how our solutions can benefit your business.

Best regards,
Muhib Al Muntakim
Ray Advertising Limited"
food_beverages_tobacco,Organic Life Start,organiclifestart.com,United States,care@organiclifestart.com,Yes,"Dear Organic Life Start Team,

I hope this email finds you well. As a representative of Ray Advertising Limited, I'm excited to introduce our performance marketing solutions tailored to support businesses in the food, beverages, and tobacco category. With our expertise, we can help Organic Life Start boost growth and reach new heights.

Our team has extensive experience in driving sales, increasing brand awareness, and optimizing marketing campaigns for businesses like yours. By partnering with us, you'll gain access to data-driven strategies and innovative solutions that cater to your unique needs.

As a special offer, we're providing a 10% discount on our services for new clients. This is a great opportunity to elevate your marketing efforts and see tangible results.

I'd love to discuss how Ray Advertising can support Organic Life Start's success. Please don't hesitate to reach out to explore this further.

Best regards,
Muhib Al Muntakim
Ray Advertising Limited"
food_beverages_tobacco,Kushfly Marijuana Delivery,kushfly.com,90068 Los Angeles · United States,Support@kushfly.com,Yes,"Dear Kushfly Team,

I hope this email finds you well. As a representative of Ray Advertising Limited, I'm excited to introduce our performance marketing solutions tailored to support businesses in the food_beverages_tobacco category, including marijuana delivery services like yours.

Our expertise can help boost Kushfly's online presence, drive sales, and increase customer engagement. We'd like to offer a special 10% discount on our services for new clients, exclusive to Kushfly Marijuana Delivery.

If you're interested in learning more about how we can help grow your business, I'd be happy to schedule a call.

Best regards,
Muhib Al Muntakim
Ray Advertising Limited"
food_beverages_tobacco,Sohnrey Family Foods,www.sohnreyfamilyfoods.com,41 Skillin Lane · 95965 Oroville · United States,info@sohnreyfamilyfoods.com,Yes,"Dear Sohnrey Family Foods Team,

I hope this email finds you well. As a representative of Ray Advertising Limited, I'm excited to introduce our performance marketing solutions tailored to support businesses in the food, beverages, and tobacco category. With our expertise, we can help Sohnrey Family Foods boost online visibility, drive sales, and expand your customer base.

To welcome you to our network, we're offering a special 10% discount on our services for new clients. Our team is dedicated to delivering results-driven campaigns that cater to your unique needs and goals.

If you're interested in learning more about how we can support your growth, I'd be happy to schedule a call to discuss further.

Best regards,
Muhib Al Muntakim
Ray Advertising Limited"
food_beverages_tobacco,Berry Hill Irrigation,berryhilldrip.com,3744 U.S. 58 · 24529-3220 Buffalo Junction · United States,sales@berryhilldrip.com,No,
food_beverages_tobacco,Kaffn8,kaffn8.com,"8080 Spanish Fort Blvd, Suite B · 36527 Spanish Fort · United States",customerservice@kaffn8.com,No,
food_beverages_tobacco,Bluegrass Hemp Oil,bluegrasshempoil.com,190 Lexington Green Circle · 40503 Lexington · United States,info@bluegrasshempoil.com,No,
food_beverages_tobacco,Stoney Creek Wine Press,stoneycreekwinepress.com,726 Cherry St. · 98295 Sumas · United States,info@stoneycreekwinepress.com,No,
food_beverages_tobacco,Cannabidiol Life,cbdoilsandedibles.com,583 E State Rd 434 · 32750 Longwood · United States,info@cannabidiollife.com,No,
food_beverages_tobacco,Whidbey Island Seafood Company,whidbeyseafoods.com,98260 Langley · United States,sales@whidbeyseafoods.com,No,
food_beverages_tobacco,Carolina Coops,carolinacoops.com,2144 E Lyon Station Rd · 27522 Creedmoor · United States,sales@carolinacoops.com,No,
food_beverages_tobacco,Oktober Can Seamers,oktoberdesign.com,5 Colfax St. NE · 49505 Grand Rapids · United States,info@oktoberdesign.com,No,
food_beverages_tobacco,Cater Nation,caternation.com,"14241 Midlothan Tpke Ste 247 · 23113 Midlothian, VA · United States",info@caternation.com,No,
food_beverages_tobacco,"Nuwati Herbals, Inc.",nuwatiherbals.com,United States,info@nuwatiherbals.com,No,
food_beverages_tobacco,Essential Candy,essentialcandy.com,"5823 Calhoun Memorial Hwy, Ste 2B · 29640 Easley · United States",dean@essentialcandy.com,No,
food_beverages_tobacco,Bud Love,budlove.com,"4660 La Jolla Village Drive, Suite 100 · 92122 San Diego · United States",customerservice@budlove.com,No,
food_beverages_tobacco,Wytchwood,wytchwood.com,PO Box 281 · 05672 Stowe · United States,hello@wytchwood.com,No,
food_beverages_tobacco,The French Farm,thefrenchfarm.com,916 W 23rd St B · 77008 Houston · United States,cs@frenchfarm.com,No,
food_beverages_tobacco,ProteinSnackShop,proteinsnackshop.com,United States,sonny@proteinsnackshop.com,No,
food_beverages_tobacco,califino.com,califino.com,3238 Grey Hawk Court · 92010 Carlsbad · United States,customerservice@califino.com,No,
food_beverages_tobacco,Better Than Nine,betterthannine.com,11770 Haynes Bridge Road · 30009 Alpharetta · United States,info@betterthannine.com,No,
food_beverages_tobacco,flaskfinewines.com,flaskfinewines.com,United States,N/A,No,
food_beverages_tobacco,Awesome Hibachi | At Home Hibachi Party,awesomehibachi.com,United States,Awesomehibachiofficial@gmail.com,No,
food_beverages_tobacco,The Brew Bag,brewinabag.com,300 Tiffany Dr. · 29625 Anderson · United States,staff@brewinabag.com,No,
food_beverages_tobacco,Simple Leaf,simpleleaf.com,N16 W23233 Stone Ridge Dr · 53188 Waukesha · United States,hello@simpleleaf.com,No,
food_beverages_tobacco,Weed Love DC,weedlovedc.com,20001 washington · United States,weedlovedmv@gmail.com,No,
food_beverages_tobacco,Z Natural Foods,znaturalfoods.com,5407 N Haverhill Rd Unit 336 · 33407 West Palm Beach · United States,Orders@ZNaturalFoods.com,No,
food_beverages_tobacco,Vaneli's Handcrafted Coffee,vanelis.com,4125 Delmar Ave Suite 2 · 95677-4040 Rocklin · United States,customerservice@vanelis.com,No,
food_beverages_tobacco,Inspired Indian Co.,inspiredindiancooking.com,914 Noyes Street · 60201 Evanston · United States,support@inspiredindiancooking.com,No,
food_beverages_tobacco,"RL Food Testing Laboratory, Inc.",rlfoodtestinglaboratory.com,United States,support@rllabs.com,No,
food_beverages_tobacco,Littlestuff4u Minerals,www.littlestuff4u.com,OLD LAKE RD. · 18612 DALLAS · United States,sandrah@littlestuff4u.com,No,
food_beverages_tobacco,Butter & Batter Cookie Bar,butterandbatterlc.com,94551 Livermore · United States,Butterandbatterlc@gmail.com,No,
food_beverages_tobacco,Barrel Global,barrelglobal.com,800 4th Ave · 50112 Grinnell · United States,info@barrelglobal.com,No,
food_beverages_tobacco,Twisted Spoke CBD,twistedspokecbd.com,720 W Monument St · 80904 Colorado Springs · United States,info@twistedspokecbd.com,No,
food_beverages_tobacco,Good Ranchers,goodranchers.com,United States,help@goodranchers.com,No,
food_beverages_tobacco,Mountain Rose Herbs,www.mountainroseherbs.com,Eugene · United States,pr@mountainroseherbs.com,No,
food_beverages_tobacco,US Wellness Meats,grasslandbeef.com,316th Avenue 18685 · 63435 Canton · United States,eathealthy@grasslandbeef.com,No,
food_beverages_tobacco,Volcanica Coffee Company,volcanicacoffee.com,"4110 Tench Road, Suite H · 30024 Suwanee · United States",sales@volcanicacoffee.com,No,
food_beverages_tobacco,Certified Piedmontese,piedmontese.com,4841 North 84th Street · 68507 Lincoln · United States,customerservice@piedmontese.com,No,
food_beverages_tobacco,Wulf's Fish,wulfsfish.com,2 Boston Fish Pier · 02210 Boston · United States,CustomerCare@wulfsfish.com,No,
food_beverages_tobacco,"txFoodHandlers (eFoodHandlers, Inc.)",txfoodhandlers.com,16101 SW 72nd Ave Suite 100 · 97224 Portland · United States,reviews@efoodhandlers.com,No,
food_beverages_tobacco,Seedtime,seedtime.us,United States,N/A,No,
food_beverages_tobacco,Albanese Confectionery,albanesecandy.com,5441 E. Lincoln Highway · 46410 Merrillville · United States,retails@albaneseconfectionery.com,No,
food_beverages_tobacco,Farmer Bob's Parts & Supplies LLC,farmerbobsparts.com,2095 Exeter Road · 38138 Germantown · United States,Sales@farmerbobsparts.com,No,
food_beverages_tobacco,Vermont Pure CBD,vermontpurecbd.com,237 Main St · 05491 Vergennes · United States,info@vermontpurecbd.com,No,
food_beverages_tobacco,Wine Spies,winespies.com,1327 Clegg Street · 94954 Petaluma · United States,support@winespies.com,No,
food_beverages_tobacco,Mosaic Foods,mosaicfoods.com,81 Prospect St. · 11201 Brooklyn · United States,support@mosaicfoods.com,No,
food_beverages_tobacco,Dolomiti BioHemp,dolomitibiohemp.com,Strada ai bersagli 1 · 38037 Predazzo · United States,Info@dolomitibiohemp.com,No,
food_beverages_tobacco,Roost & Root,roostandroot.com,301 S. Canyonwood Drive · 78620 Dripping Springs · United States,info@roostandroot.com,No,
food_beverages_tobacco,Hawaiian Queen Coffee,hawaiianqueencoffee.com,73-5577 Olowalu Street · 96740 Kailua-Kona · United States,aguillen@hawaiianqueencoffee.com,No,
